
-0.50221,0.0812822
-0.564214,0.198462
-0.49868,0.000734536
-0.544607,0.224194
-0.667639,0.310441
-0.623043,0.172708
-0.578009,0.244048
-0.562156,0.0971612
-0.586845,0.247976
-0.551338,0.143132
-0.613681,0.277973
-0.615622,0.197554
-0.582229,0.132213
-0.549598,0.0327745
-0.637895,0.271811
-0.502359,0.15834
-0.612922,0.255245
-0.651558,0.244718
-0.682831,0.260253
-0.655138,0.357195
-0.585594,0.102252
-0.598327,0.146955
-0.518384,0.108918
-0.641573,0.23312
-0.603697,0.179394
-0.602484,0.217041
-0.585336,0.309609
-0.572344,0.140035
-0.509604,0.0620243
-0.594988,0.311309
-0.520245,0.149866
-0.524796,0.209862
-0.553686,0.0898451
-0.575761,0.217242
-0.553238,0.124032
-0.644984,0.249834
-0.601872,0.246545
-0.619555,0.259808
-0.570699,0.214905
-0.498932,0.124756
-0.639301,0.243634
-0.615614,0.185275
-0.461918,0.0892456
-0.586021,0.24387
-0.535967,0.0482413
-0.713995,0.318523
-0.476844,0.0791411
-0.6537,0.285864
-0.57895,0.131869
-0.567674,0.158659
-0.59972,0.152052
-0.511685,0.0844674
-0.563006,0.144924
-0.673689,0.292553
-0.623988,0.21257
-0.584558,0.106528
-0.685907,0.274005
-0.686025,0.301179
-0.592483,0.252042
-0.509444,-0.0092116
-0.56853,0.251406
-0.651234,0.230564
-0.646499,0.302323
-0.630892,0.166632
-0.623711,0.265827
-0.573166,0.0792608
-0.665055,0.379452
-0.642276,0.315803
-0.57237,0.25944
-0.620584,0.249746
-0.616068,0.292582
-0.665208,0.27399
-0.59932,0.258257
-0.583311,0.255072
-0.627502,0.240265
-0.547732,0.159806
-0.596428,0.128266
-0.518629,0.0559388
-0.569118,0.24457
-0.635775,0.236522
-0.609516,0.26325
-0.475445,0.0126208
-0.656936,0.224216
-0.569343,0.0185041
-0.649794,0.321235
-0.56275,0.0423303
-0.529428,0.169303
-0.480601,0.0840835
-0.702,0.329574
-0.681977,0.283017
-0.552034,0.11633
-0.566223,0.074695
-0.601104,0.170129
-0.584046,0.117468
-0.707547,0.335684
-0.5507,0.154365
-0.559834,0.250159
-0.645564,0.29388
-0.630836,0.16977
-0.656981,0.301069
