,
-0.629033,0.749331
-0.606978,0.534901
-0.595951,0.427686
-0.584924,0.320472
-0.54985,0.129517
-0.514776,-0.0614381
-0.453663,-0.205444
-0.39255,-0.34945
-0.286943,-0.449345
-0.181336,-0.54924
-0.0127789,-0.607861
0.0714995,-0.637172
0.155778,-0.666482
0.355809,-0.704467
0.555841,-0.742452
,
-0.683193,0.60763
-0.635677,0.462589
-0.588161,0.317548
-0.540645,0.172507
-0.493129,0.0274655
-0.485586,-0.117911
-0.478044,-0.263288
-0.462959,-0.554042
-0.280443,-0.552639
-0.0979274,-0.551235
0.0845883,-0.549832
0.267104,-0.548428
0.510458,-0.546557
0.753812,-0.544685
0.997167,-0.542814
,
-0.773241,0.854386
-0.71453,0.693901
-0.655819,0.533415
-0.597108,0.37293
-0.538397,0.212444
-0.479686,0.051959
-0.420975,-0.108527
-0.362263,-0.269012
-0.303552,-0.429497
-0.244841,-0.589983
-0.18613,-0.750468
-0.0248527,-0.754024
0.136425,-0.75758
0.297702,-0.761136
0.781533,-0.771804
,
-0.906655,0.926885
-0.837096,0.777089
-0.767537,0.627294
-0.697978,0.477498
-0.628419,0.327703
-0.55886,0.177907
-0.489301,0.0281118
-0.419742,-0.121684
-0.350183,-0.271479
-0.280624,-0.421275
-0.211065,-0.57107
-0.0918282,-0.63901
0.0274085,-0.70695
0.146645,-0.77489
0.504356,-0.97871
,
-0.61904,0.809915
-0.595912,0.670463
-0.572784,0.531011
-0.549656,0.391559
-0.526528,0.252107
-0.470751,0.0136231
-0.414974,-0.224861
-0.340156,-0.382506
-0.265338,-0.540151
-0.142858,-0.627279
-0.020379,-0.714407
0.178381,-0.741342
0.377141,-0.768276
0.614041,-0.765114
0.850941,-0.761951
,
-0.57448,0.889584
-0.558868,0.716115
-0.543256,0.542646
-0.527644,0.369178
-0.512032,0.195709
-0.468615,0.0222333
-0.425199,-0.151243
-0.381783,-0.324719
-0.338366,-0.498195
-0.196122,-0.516993
-0.0538775,-0.53579
0.0883669,-0.554588
0.230611,-0.573385
0.5151,-0.61098
0.799589,-0.648575
,
-0.793998,0.861772
-0.738536,0.703106
-0.683075,0.544441
-0.627613,0.385775
-0.572151,0.22711
-0.516689,0.0684441
-0.447362,-0.129888
-0.378035,-0.32822
-0.308708,-0.526552
-0.239381,-0.724884
-0.0639766,-0.695028
0.111427,-0.665173
0.286831,-0.635317
0.549937,-0.590534
0.813043,-0.545751
,
-0.94673,0.74759
-0.859169,0.583529
-0.771609,0.419468
-0.684048,0.255408
-0.596488,0.0913471
-0.526439,-0.0399014
-0.456391,-0.17115
-0.386342,-0.302398
-0.316294,-0.433647
-0.246245,-0.564895
-0.0777653,-0.595628
0.0907148,-0.626361
0.259195,-0.657094
0.511915,-0.703193
0.764635,-0.749292
,
-0.857698,0.933446
-0.802763,0.779076
-0.747829,0.624706
-0.692895,0.470336
-0.63796,0.315967
-0.532806,0.0564475
-0.427652,-0.203072
-0.331927,-0.36415
-0.236202,-0.525228
-0.105154,-0.607276
0.0258942,-0.689324
0.237018,-0.711753
0.448142,-0.734182
0.699304,-0.726802
0.950465,-0.719422
,
-0.607228,0.61842
-0.577458,0.475395
-0.547687,0.33237
-0.517917,0.189346
-0.488147,0.046321
-0.448454,-0.144379
-0.40876,-0.335078
-0.369067,-0.525778
-0.220769,-0.584228
-0.0724703,-0.642679
0.075828,-0.70113
0.224126,-0.75958
0.421857,-0.837514
0.619588,-0.915448
0.817319,-0.993382
,
-0.925676,0.858081
-0.866663,0.724945
-0.807651,0.591808
-0.748638,0.458672
-0.689625,0.325536
-0.630613,0.1924
-0.556847,0.0259792
-0.483081,-0.140441
-0.409316,-0.306861
-0.33555,-0.473282
-0.190969,-0.50896
-0.0463877,-0.544638
0.0981934,-0.580316
0.315065,-0.633833
0.531937,-0.68735
